uuid,qscore
faq_question_miami-fl-i-conner-lip-reconstruction-procedure-give-normal-smile,0.7324473135615129
faq_question_baltimore-md-ibs-tummy-tuck-muscle-repair,0.9456666044581534
faq_question_new-york-ny-kybella-cool-mini-lipo-chin-shortest-recovery-time-results,0.9904032873207381
doctor_Minnesota.Minneapolis.Plastic-Surgeon_Tracy-Kayan,0.9879513244096341
faq_question_chicago-il-i-previous-rhinoplasties-nose,0.7078982607211817
doctor_New-York.Great-Neck.Dentist_Barry-Jason,0.8931461401999673
faq_question_utah-ut-3-weeks-days-post-op-trim-labiaplastypainful-sensitive-lumps-clitoral,0.9456666044581534
faq_question_grapevine-tx-i-oval-face-chin-bit-square-prefer-pointed-feminine-v-line-chin,0.7078982607211817
doctor_Florida.New-Port-Richey.Orthodontist_Chris-Butchart,0.7311716247385501
doctor_United-Kingdom.London.Plastic-Surgeon_Elena-Prousskaia-Peregudova,0.9879513244096341
faq_question_lollipop-lift-periareolar-augmentation,0.9904032873207381
doctor_Kansas.Leawood.Plastic-Surgeon_Lindsay-Abbott,0.9084982534318887
faq_question_los-angeles-ca-scalp-micropigmentation-good-hide-balding-temple-area,0.7642241093053103
doctor_Texas.New-Braunfels.Facial-Plastic-Surgeon_Christopher-Perro,0.7582191137500055
doctor_New-York.New-York.Plastic-Surgeon_Jennifer-Capla,0.9879513244096341
doctor_Ohio.Columbus.Plastic-Surgeon_John-Keene-Wakelin-III,0.9879513244096341
doctor_Texas.Houston.Ophthalmologist_Gregory-Clariday,0.773574950944017
doctor_Michigan.Southfield.Plastic-Surgeon_Mariam-Awada,0.9879513244096341
faq_question_pune-close-lips-naturally,0.7324473135615129
faq_question_philippines-ph-hyperpigmentation-backs-after-weeks-post-picosure-sessions-case,0.7324473135615129
faq_question_abu-dhabi-ae-sir-head-hair-white-hair-back-black-sad-plss,0.7078982607211817
faq_question_anaheim-ca-change-facial-shape-improve-symmetry,0.7642241093053103
doctor_Florida.Tampa.Plastic-Surgeon_Jaime-Perez,0.9879513244096341
doctor_Pennsylvania.Pittsburgh.Orthodontist_Walter-Schratz,0.7311716247385501
faq_question_new-york-ny-pressure-after-septoplasty-ethmoidectomy,0.7078982607211817
doctor_Texas.Houston.Bariatric-Surgeon_Terry-Scarborough,0.8245192917503444
faq_question_nyc-kind-infection-implant-occur,0.7642241093053103
doctor_Nebraska.Omaha.Orthodontist_Julie-Olson,0.7440380720685922
doctor_Illinois.Chicago.Dermatologist_Lauren-Fine,0.8069859426322238
doctor_Pennsylvania.Dermatologist_Aradhna--Saxena,0.7440380720685922
faq_question_outer-thigh-lipo-months-lopsided-and-lumpy-normal,0.7642241093053103
doctor_Louisiana.New-Orleans.Plastic-Surgeon_Michael-Moses,0.789911290226633
doctor_New-Hampshire.Portsmouth.Plastic-Surgeon_kimberly-marble-md,0.8597401904326206
doctor_Louisiana.Kenner.Orthodontist_Guy-Favaloro,0.7311716247385501
doctor_Texas.San-Antonio.Dentist_James-Lee,0.7311716247385501
doctor_Indiana.Indianapolis.Dermatologic-Surgeon_Ally-Khan-Somani,0.7440380720685922
faq_question_new-york-ny-earlobe-keloid-removal-repeatedly-years,0.7324473135615129
doctor_New-York.New-York.Dentist_Sepideh-Sazegari,0.7582191137500055
faq_question_my-eyes-uneven1,0.7324473135615129
faq_question_newark-nj-i-attacked-dog-upper-lip-reconstruct,0.7078982607211817
faq_question_kolkata-28-i-small-bumps-face-mote-jaw-area-big-pimple-skin-turning-dark,0.7078982607211817
faq_question_nyack-ny-implant-hpa,0.7642241093053103
faq_question_west-palm-beach-fl-good-candidate-fat-tranfer-buttock-constipation-problem,0.8815707559643768
faq_question_panama-city-fl-breast-healing-fine,0.8420405378030086
doctor_New-York.Buffalo.Phlebologist_Hratch-Karamanoukian,0.9879513244096341
faq_question_south-carolina-full-muscle-repair-without-tummy-tuck-incision,0.981485283205967
doctor_Israel.Tel-Aviv.Dermatologist_Ron-Yaniv,0.773574950944017
doctor_Illinois.Chicago.Ophthalmologist_Mary-Pritikin,0.9084982534318887
faq_question_san-francisco-ca-flash-rapid-recovery-scarring,0.967028485227838
doctor_Minnesota.Minneapolis.Plastic-Surgeon_Fereydoon-Mahjouri,0.9879513244096341
faq_question_united-kingdom-gb-normal-for-my-breasts-feel-sensitive-and-nervy-after-three,0.7642241093053103
faq_question_uk-opening-incision-after-weeks-post-op-breast-lift,0.8815707559643768
faq_question_rock-tx-i-jawline,0.7324473135615129
doctor_Minnesota.New-London.Family-Physician_Thomas-Sult,0.7311716247385501
doctor_Texas.Corpus-Christi.Plastic-Surgeon_Herve-Gentile,0.8069859426322238
doctor_Washington.Bellevue.Oculoplastic-Surgeon_Kristin-Tarbet,0.9879513244096341
faq_question_california-md-hair-transplant-good-option-for,0.8815707559643768
doctor_Texas.San-Antonio.OB-GYN_Troy-Hailparn,0.9879513244096341
doctor_New-York.New-York.Facial-Plastic-Surgeon_Albert-Jen,0.7582191137500055
doctor_Georgia.Atlanta.Dermatologic-Surgeon_Mark-Knautz,0.7311716247385501
doctor_Virginia.Norfolk.Plastic-Surgeon_Theodore-Uroskie,0.8245192917503444
doctor_Georgia.Atlanta.OB-GYN_Denise-Pecht,0.7311716247385501
faq_question_los-angeles-ca-damage-closed-rhino-results,0.7642241093053103
doctor_Washington.Spokane.Plastic-Surgeon_Kaiulani-Wilson-Morimoto,0.7440380720685922
doctor_North-Carolina.Mooresville.OB.GYN_Lauri-Givens,0.773574950944017
faq_question_egypt-labiaplasty-pain,0.981485283205967
faq_question_mid-florida-fl-i-proportional-60-158-lbs-40-hip-30-waist-40-bust-580cc-uhp-give,0.8815707559643768
faq_question_new-york-ny-wrinkles-eyes-smile,0.7078982607211817
doctor_Hawaii.Honolulu.Plastic-Surgeon_Clyde-Ishii,0.9470008830649587
faq_question_mooloolaba-au-lyrica-nerve-pain-shoulder-back-ipl-hair-removal-bikini-area,0.7324473135615129
faq_question_okt152ad-lipoma-left-side-eyebrow-top-remove-safe,0.8420405378030086
faq_question_went-wrong,0.8420405378030086
faq_question_sacramento-ca-i-bbl-wondering-doctors-drains,0.9168945465014756
faq_question_longmont-closes-rhinoplasty,0.8017171522847569
faq_question_tissue-round-breast-breast-lift-without-implants,0.9904032873207381
faq_question_england-ar-i-months-post-op-unhappy-breast-lift-augmentation-results,0.8017171522847569
doctor_Florida.Panama-City.Facial-Plastic-Surgeon_Daniel-Daube,0.7582191137500055
doctor_Pennsylvania.Scranton.Orthodontist_Anthony-Quinn,0.7440380720685922
faq_question_boston-ga-tri-luma-day,0.7078982607211817
faq_question_riverhead-ny-weight-realistically-lose-after-sleeve-gastrectomy-surgery,0.7078982607211817
doctor_Pennsylvania.Philadelphia.Oculoplastic-Surgeon_Edward-Bedrossian,0.9355367636442512
faq_question_for-transgendered-friendly-drto-perform-breast-implant-surgerysaline,0.7642241093053103
faq_question_forest-hills-ny-brazilian-butt-lift-price-afford-finance-new-jersey-5-6-000,0.7642241093053103
doctor_Mississippi.Tupelo.Plastic-Surgeon_Mark-Craig,0.9084982534318887
faq_question_tamil-nadu-melacare-bring-side-effects,0.7078982607211817
faq_question_west-covina-ca-bad-garcinia-cambogia,0.7078982607211817
faq_question_south-africa-za-development-necrosis-delay-exercise,0.7642241093053103
doctor_Virginia.Virginia-Beach.Facial-Plastic-Surgeon_Kyle-Choe,0.9879513244096341
faq_question_pakistan-pk-braces,0.7078982607211817
faq_question_whiten-dark-areas-thigh,0.8420405378030086
doctor_Washington-DC.Oculoplastic-Surgeon_Paul-Gavaris,0.7582191137500055
doctor_Ohio.Columbus.Facial-Plastic-Surgeon_Michael-Sullivan,0.9879513244096341
faq_question_greenville-nc-approximate-cost,0.7324473135615129
faq_question_few-questions-diastasis-recti-repair-surgery-male-bodybuilder,0.9168945465014756
doctor_Massachusetts.Florence.Orthodontist_Joan-Walder,0.7440380720685922
faq_question_neck-liposuction-results1,0.7642241093053103
faq_question_pakistan-pk-i-18-receeding-hairlineneed-treatment,0.8420405378030086
faq_question_tn-boobs-reasonable-type-implants-achieve,0.9904032873207381
doctor_Pennsylvania.Pittsburgh.Facial-Plastic-Surgeon_Paul-Scolieri,0.7440380720685922
faq_question_chandler-az-months-post-op-430cc-uhp-silicone-overs-feels-left-implant-moved,0.8420405378030086
faq_question_the-likelihood-needing-nipple-graft-breast-reduction-surgery,0.9904032873207381
doctor_Texas.San-Antonio.Plastic-Surgeon_Steven-Pisano,0.773574950944017
doctor_Minnesota.Saint-Paul.Physician_Dave-Christianson,0.8597401904326206
faq_question_incisional-double-eyelid-surgery-months-and-thinking-revision-my-left-eye-my,0.8017171522847569
faq_question_los-angeles-ca-recurrent-bottoming-capsulloraphy-dr-suggested-strattice,0.9904032873207381
faq_question_great-barrington-ma-normal-pain-in-public-area-after-tummy-tuck,0.9904032873207381
faq_question_san-diego-ca-i-feeling-extreme-arm-soreness-fatigue-mommy-makeover-24-days,0.967028485227838
doctor_Texas.San-Antonio.Physiatrist_Patrick-Mulroy,0.7311716247385501
doctor_Wisconsin.Milwaukee.Dermatologic-Surgeon_Christopher-Burnett,0.7311716247385501
faq_question_big-indian-ny-tips-improve-facial-scar,0.7642241093053103
doctor_Oregon.Beaverton.Orthodontist_Philbert-Doleac-Jr,0.7582191137500055
doctor_Texas.Dallas.Dentist_Mark-Venincasa,0.7311716247385501
doctor_Florida.Sarasota.Oral-&-Maxillofacial-Surgeon_Gary-Raska,0.7311716247385501
faq_question_fort-collins-removal-saline-550-600cc-implants,0.9168945465014756
faq_question_los-angeles-ca-breasts-suddenly-changing-stretch-marks-slightly-asymmetrical,0.9168945465014756
doctor_New-Jersey.Newark.Bariatric-surgeon_michael-bilof,0.773574950944017
faq_question_miami-fl-dark-circles-and-hollow-eyes,0.8017171522847569
faq_question_new-rochelle-ny-breast-reduction,0.9904032873207381
doctor_Washington.Seattle.OB-GYN_Peter-Brandon,0.7582191137500055
faq_question_orlando-fl-lift-lift-implant-submuscular-subfascial,0.967028485227838
doctor_Florida.Pensacola.Orthodontist_Rosalyn-Salter,0.7440380720685922
faq_question_australia-au-ho-rid-cover-burn-scars-burnt-baby-front,0.7324473135615129
faq_question_australia-au-inverted-nipples,0.7642241093053103
faq_question_atlanta-ga-i-thick-tissue-lumps-armpits-leading-side-breast-remedies,0.7324473135615129
doctor_Tennessee.Nashville.Dermatologic-Surgeon_Michael-Gold,0.9879513244096341
faq_question_ontario-ca-doctor-confirmed-shingles-coldsores-impetigo-rosecha-guess,0.8815707559643768
faq_question_england-ar-benifit-braces,0.7078982607211817
doctor_Florida.Tampa.Plastic-Surgeon_Daniel-Greenwald,0.9879513244096341
doctor_Pennsylvania.Pittsburgh.Orthodontist_Marsha-Albright,0.7311716247385501
doctor_Pennsylvania.Harrisburg.Bariatric-Surgeon_Ann-Rogers,0.7440380720685922
doctor_Florida.Jacksonville.Dermatologist_Tricia-Renee-Andrews,0.7311716247385501
faq_question_los-angeles-ca-hair-transplant-increased-worth,0.9168945465014756
faq_question_modesto-ca-wrong-voluma-xc,0.9904032873207381
doctor_Florida.Palm-Beach.Plastic-Surgeon_William-Vinyard,0.9879513244096341
doctor_Michigan.Sterling-Heights.Dermatologist_Christopher-Remishofsky,0.7440380720685922
faq_question_ontario-ca-prolapse-repaired-vaginoplasty-they-the-ohip-cover-part-plastic-surg,0.7642241093053103
faq_question_san-antonio-tx-6-months-post-op-tummy-tuck,0.8420405378030086
doctor_North-Carolina.Charlotte.Dentist_Michael-Gross,0.8245192917503444
doctor_New-York.Buffalo.Facial-Plastic-Surgeon_David-Sherris,0.9879513244096341
doctor_Florida.Panama-City.Dermatologic-Surgeon_Jeremy-Sunseri,0.773574950944017
doctor_Maryland.Rockville.Plastic-Surgeon_Gregory-Dick,0.8931461401999673
faq_question_Effective-green-peel-acne-scars-pimples,0.7324473135615129
doctor_Louisiana.Baton-Rouge.Dermatologic-Surgeon_Laurie-Harrington,0.7311716247385501
doctor_Georgia.Atlanta.Plastic-Surgeon_Bernadette-Wang-Ashraf,0.9355367636442512
doctor_Ohio.Columbus.Plastic-Surgeon_Walter-Bernacki,0.8069859426322238
doctor_Texas.Austin.Plastic-Surgeon_Patrick-Combs,0.7311716247385501
doctor_Washington.Kennewick.Dermatologist_Jeffrey-Stiles,0.7311716247385501
doctor_Florida.Orlando.Ophthalmologist_Konrad-Filutowski,0.7311716247385501
faq_question_inflammation-causing-silicon-jaw-implant-hit-nerve-pain-away-when-the,0.7324473135615129
faq_question_sydney-au-27-year-male-reduce-remove-eye-puffines-bags,0.8420405378030086
faq_question_zeltiq-cellulite-reduction,0.9904032873207381
faq_question_breast-implants-before-after-photos,0.9904032873207381
doctor_Illinois.Chicago.Plastic-Surgeon_Clark-Schierle,0.9879513244096341
faq_question_toms-river-nj-doctor-told-coolscuplting-breastfeeding,0.8017171522847569
doctor_Italy.Plastic-Surgeon_Ciro-Adamo,0.9879513244096341
doctor_Quebec.Montreal.Physician_Cynthia-Stolovitz,0.9470008830649587
doctor_Michigan.Bloomfield-Hills.Bariatric-Surgeon_Mark-Pleatman,0.9879513244096341
faq_question_morgantown-wv-invisalign-fix-severe-overjet-braces-teeth-shifted-back,0.7642241093053103
faq_question_fort-lauderdale-fl-po-20-days-aid-reabsorption-when-soft-thigh-lipo-revision,0.8420405378030086
faq_question_dallas-tx-brow-lift-alternative-blepharoplasty,0.9904032873207381
faq_question_united-kingdom-gb-rhinoplasty-surgery,0.9904032873207381
doctor_New-York.Long-Island.Plastic-Surgeon_Michael-Brickman,0.7311716247385501
faq_question_shawnee-mission-ks-harm-redoing-liposuction-multiple-underdone-areas-sooner,0.8815707559643768
doctor_Texas.Houston.Bariatric-Surgeon_Todd-Worley,0.7582191137500055
faq_question_los-angeles-ca-retin-a,0.7078982607211817
faq_question_alexandria-la-cold-water-after-fue-beard-transplant,0.8420405378030086
faq_question_the-stage-tooth-implant-before-pregnacy-stage-pregnancy,0.8420405378030086
faq_question_california-md-surgery-fix-asymmetrical-nose-lips-caused-cleft-lip,0.7324473135615129
faq_question_mumbai-nose-spreaded-widely-bit-small-reshaped-good,0.8017171522847569
faq_question_tampa-fl-i-bbl-year-amp-wondering-doctors-colombia-family,0.7078982607211817
faq_question_grand-prairie-tx-yrs-gastric-sleeve-lost-146lbs,0.8017171522847569
faq_question_germany-true,0.7078982607211817
doctor_Texas.Dallas.Facial-Plastic-Surgeon_Spencer-Cochran,0.9879513244096341
faq_question_california-md-fillers-good-idea-weak-jawline,0.7642241093053103
doctor_Louisiana.Baton-Rouge.Dermatologic-Surgeon_Donna-Nunnally,0.7311716247385501
doctor_Massachusetts.Lowell.Dermatologist_Benjamin-Solky,0.7311716247385501
faq_question_suwanee-ga-cymbalta-pain-feel,0.7324473135615129
faq_question_toronto-hey-doc-pressing-matter-20-enlarge-penis-girth-length-natural-means,0.7078982607211817
faq_question_boise-i-surgery-rny-years-problems-unsure-kind-doctor,0.7324473135615129
doctor_South-Carolina.Columbia.Facial-Plastic-Surgeon_alan-brill-md,0.7440380720685922
faq_question_severn-md-tea-tree-oil-work-keyloids,0.7324473135615129
faq_question_concord-ca-alar-base-reduction-affect-profile,0.9168945465014756
faq_question_california-md-wrong-moles,0.7078982607211817
faq_question_tamale-additional-liposuction-curves,0.8017171522847569
doctor_Texas.Tyler.Dermatologic-Surgeon_Jennifer-Holman,0.7311716247385501
faq_question_falmouth-ma-ba-month-wondering-stop-exercising-pectoral-muscles,0.9168945465014756
doctor_Wisconsin.Pewaukee.OB-GYN_Joi-Davis,0.9226749964170101
doctor_New-York.New-York.Dentist_Laura-Torrado,0.9084982534318887
doctor_United-Kingdom.London.Hair-Restoration-Surgeon_Thomy-Kouremada-Zioga,0.7440380720685922
faq_question_los-angeles-ca-ptosis-fix,0.967028485227838
faq_question_houston-tx-happy-tt-lipo-results-revision,0.9904032873207381
doctor_New-York.Long-Island.Plastic-Surgeon_Mark-Epstein,0.9879513244096341
doctor_New-York.Plastic-Surgeon_Alfred-Thomas-Culliford-IV,0.7582191137500055
faq_question_united-kingdom-gb-19-year-canine-baby-tooth,0.7078982607211817
doctor_Texas.Lubbock.Plastic-Surgeon_Jane-Rowley,0.9879513244096341
faq_question_south-africa-za-treatment-facial-scar-dog-bite-18-month-sons-upper-lip-surgery,0.7078982607211817
faq_question_teaneck-nj-16-year-girl-liposuction,0.9456666044581534
faq_question_miami-fl-septal-extension-graft-rib-removed-after-revision-rhinoplasty,0.7642241093053103
doctor_Texas.Dallas.Dermatologic-Surgeon_Clay-Cockerell,0.7311716247385501
doctor_Illinois.Chicago.Plastic-Surgeon_Peter-Johnson,0.9879513244096341
faq_question_san-francisco-ca-capsular-contracture,0.9904032873207381
doctor_Pennsylvania.Philadelphia.Dermatologic-Surgeon_Paul-Benedetto,0.7311716247385501
doctor_Wyoming.Gillette.OB-GYN_Shelley-Shepard,0.7311716247385501
doctor_Illinois.Peoria.Facial-Plastic-Surgeon_Christopher-Lansford,0.7311716247385501
faq_question_colorado-springs-white-spots-acne-scars-treated-hydroquinone-regain-pigment,0.7642241093053103
faq_question_dallas-tx-pseudotosis-augmentation-accelerate-breast-lift-desired-results,0.967028485227838
doctor_Georgia.Augusta.Plastic-Surgeon_Christopher-Ewart,0.9879513244096341
doctor_Washington-DC.Plastic-Surgeon_Adam-Tattelbaum,0.9879513244096341
doctor_Texas.Houston.Dermatologist_C.-William-Doubleday,0.7582191137500055
doctor_Massachusetts.Boston.Hair-Restoration-Surgeon_Ryan-Welter,0.9656771355132703
faq_question_the-key-areas-specialization-and-experience-for-nose-surgeon,0.9904032873207381
faq_question_neck-lift10,0.9904032873207381
faq_question_edmonds-wa-difference-master-aesthetician-dermatologist-micro-needling-scar,0.7078982607211817
faq_question_bangalore-left-incisor-bigger-after-applying-braces-compared,0.7078982607211817
faq_question_san-francisco-ca-touch-w-rhinoplasty-patients-doctor-learn-doctor-result,0.9904032873207381
faq_question_boston-ma-laser-treatment-good-post-inflammatory-hyper-pigmentation-legs,0.7078982607211817
faq_question_saint-louis-mo-recommend-brow-lift-addition-upper-bleph,0.9904032873207381
doctor_Virginia.Chesapeake.Plastic-Surgeon_Kenneth-John-Ortiz,0.7440380720685922
faq_question_atlanta-ga-losing-weight-interfere-the-fat,0.7642241093053103
doctor_Turkey.Istanbul.Plastic-Surgeon_Ugur-Bingol,0.7311716247385501
doctor_New-Jersey.Freehold.Facial-Plastic-Surgeon_Sigmund-Sattenspiel,0.8931461401999673
doctor_North-Carolina.Raleigh-Durham.Dentist_Rebecca-Schmorr,0.8245192917503444
faq_question_warren-nj-a-candidate-brazilian-butt-lift-procedure-details,0.9168945465014756
faq_question_invisalign-work-for12,0.7324473135615129
faq_question_no-tightness-discomfort-or-pain-after-tummy-tuck-liposuction,0.9904032873207381
faq_question_dallas-tx-laser-lipo,0.7642241093053103
doctor_Virginia.Oculoplastic-surgeon_marc-shields,0.7311716247385501
doctor_Georgia.Atlanta.Dermatologist_Jennifer-Burger,0.7311716247385501
faq_question_straight-tooth-length,0.9168945465014756
doctor_Georgia.Fayetteville.Dermatologic-Surgeon_G-Anthony-Slagel,0.7440380720685922
faq_question_chicago-il-i-bloody-liquid-small-hole-tummy-tuck-incision-normal,0.9904032873207381
faq_question_detroit-mi-bbl-cost-in-detroit-michigan-160-and-53,0.8420405378030086
doctor_North-Carolina.Charlotte.Plastic-Surgeon_Edward-Bednar,0.9879513244096341
faq_question_flagstaff-az-eyes-extra-crease-saggy-eyelid,0.7642241093053103
doctor_New-York.New-York.Dentist_Michael-Kraus,0.7311716247385501
doctor_Hawaii.Honolulu.Plastic-Surgeon_Randy-Wong,0.9879513244096341
doctor_New-York.Dentist_Colin-Morton,0.7311716247385501
doctor_Illinois.Chicago.Facial-Plastic-Surgeon_Anil-Shah,0.9879513244096341
doctor_New-Jersey.Toms-River.Plastic-Surgeon_Stephen-Small,0.9226749964170101
faq_question_worried-the-area-lipod-returning,0.981485283205967
faq_question_toronto-type-lip-injections-photos-included,0.9904032873207381
faq_question_germantown-tn-i-brow-pexy-12-days-feeling-constant-mild-pain-occasional,0.7324473135615129
doctor_United-Kingdom.Cardiff.Plastic-Surgeon_Richard-Karoo,0.9470008830649587
doctor_New-Jersey.Paramus.Bariatric-Surgeon_Amit-Trivedi,0.7440380720685922
doctor_Ohio.Canfield.Dentist_Pamela-Barkett,0.7311716247385501
doctor_Maine.Portland.Plastic-Surgeon_Verne-Weisberg,0.9879513244096341
doctor_Michigan.Bloomfield-Hills.Bariatric-Surgeon_Matthew-Weiner,0.7440380720685922
faq_question_springfield-ma-moving-state-weeks-after-breast-augmentation,0.9904032873207381
faq_question_plastic-surgeon-remove-small-lipoma-from-my-forearm,0.8017171522847569
doctor_Texas.Dallas.Dermatologist_Jennifer-Clay-Cather,0.7440380720685922
doctor_Virginia.Ashburn.Dentist_Maya-Bachour,0.7311716247385501
faq_question_lockport-ny-55-weigh-125-130lbs-amp-34-ba-scheduled-july-15th,0.9904032873207381
faq_question_the-smartlift-facelift-work,0.9904032873207381
faq_question_montreal-ca-botox-cost-montreal,0.7324473135615129
faq_question_san-diego-ca-camel-mouth-thick-outward-curving-top-lip,0.8420405378030086
faq_question_oregon-fat-transfer-permanent,0.981485283205967
faq_question_craigieburn-au-nose-lip-good-cleft-lip-nose-surgery,0.7324473135615129
faq_question_saint-albans-ny-buttlift-fat-person,0.9456666044581534
doctor_Illinois.Joliet.Bariatric-Surgeon_Brian-Lahmann,0.7582191137500055
doctor_Germany.Frankfurt.Plastic-Surgeon_Gustavo-Sturtz,0.7311716247385501
doctor_Oklahoma.Oklahoma-City.Physiatrist_Darryl-Robinson,0.7311716247385501
doctor_Michigan.Traverse-City.Plastic-Surgeon_F.-Mathew-Smith,0.7582191137500055
faq_question_georgiana-al-3-weeks-post-op-extended-tt-new-fake-belly-button-turning-reddish,0.9168945465014756
doctor_Florida.Panama-City.Dermatologic-Surgeon_Jon-Ward,0.7311716247385501
faq_question_holden-ma-i-juvederm-injected-my-lips-monday-evening-biking-hours-moderate-pace,0.981485283205967
doctor_Texas.Dallas.Otolaryngologist_Steven-Orten,0.7582191137500055
doctor_United-Kingdom.London.Plastic-Surgeon_Nigel-Horlock,0.8931461401999673
faq_question_sterling-heights-mi-wondering-botox-block-ability-view-upper-peripheral-vessels,0.8017171522847569
faq_question_new-york-ny-acne-hydrogen-peroxide,0.7078982607211817
faq_question_toronto-c6-laser-treatment-recommended-hyperpigmentation-face-dark-skin,0.7324473135615129
doctor_Illinois.Chicago.Plastic-Surgeon_Ricardo-Izquierdo,0.9839865882703087
faq_question_sapulpa-rid-nose-hump-plastic-surgery-fillers,0.8815707559643768
faq_question_orlando-fl-i-feel-palpable-balloon-bump-outer-side-breast-feels-plastic-normal,0.7324473135615129
faq_question_nj-rhino-displeasing-result,0.7078982607211817
faq_question_francisco-curious-doctors-hesitant-tummy-tuck-breast-procesdure-risk,0.9904032873207381
faq_question_brooklyn-ny-255cc-implants-big-balance-body-proportions-restore-fullness-after,0.9904032873207381
doctor_Illinois.Chicago.Plastic-Surgeon_Jacob-Bloom,0.9879513244096341
doctor_Illinois.Lincolnshire.Dentist_Fatima-Afshar,0.7440380720685922
doctor_Romania.Plastic-Surgeon_Tiberiu-Bratu,0.7582191137500055
faq_question_united-pa-tuberous-breast-500cc-hp-teardrop-implants-good,0.9904032873207381
faq_question_treatment-miradry-all-afford-treatment,0.8420405378030086
doctor_Virginia.Richmond.Plastic-Surgeon_Isaac-Wornom,0.773574950944017
faq_question_tummy-tuck-scar4,0.8815707559643768
doctor_Illinois.Barrington.Plastic-Surgeon_Christopher-Vincent-Pelletiere,0.9879513244096341
doctor_Florida.Lake-Mary.Family-Physician_Mara-De-La-Vega,0.7440380720685922
faq_question_seattle-wa-profile-plastic-surgery,0.8017171522847569
faq_question_raleigh-nc-left-eye-considerably-bone-asymmetric-matter-drooping-eyelids,0.7078982607211817
doctor_Pennsylvania.Chambersburg.Plastic-Surgeon_Wayne-Ledinh,0.9226749964170101
faq_question_birmingham-al-terrible-bump-nose-remove-surgical,0.9168945465014756
faq_question_ptosis-surgery-part-blepharoplasty-separate-procedure,0.9904032873207381
doctor_Georgia.Atlanta.Plastic-Surgeon_Lisa-DiFrancesco,0.9879513244096341
faq_question_ballston-lake-ny-i-developed-hyperpigmentation-co2-laser-bleaching-cream,0.8017171522847569
doctor_North-Carolina.Charlotte.Urologist_David-Lipsitz,0.9879513244096341
doctor_Michigan.Dearborn.Orthodontist_Eric-Brust,0.7582191137500055
doctor_Texas.Houston.Plastic-Surgeon_Phileemon-Eric-Payne,0.7582191137500055
faq_question_chennai-breasts-sagging1,0.9904032873207381
faq_question_big-indian-ny-medlite-c6-1064nm-fluence-treat-pih-face-caused-fractional-co2,0.7078982607211817
faq_question_alameda-ca-eligible-hair-transplant-attached-pictures,0.8017171522847569
doctor_Virginia.Newport-News.Plastic-Surgeon_Peter-Vonu,0.8931461401999673
doctor_Florida.Naples.Plastic-Surgeon_Rebecca-Crane,0.7440380720685922
doctor_Pennsylvania.Philadelphia.Dentist_Andrew-Poulson,0.7440380720685922
doctor_New-York.Rochester.Dermatologist_Thomas-McMeekin,0.7582191137500055
faq_question_tanzania-arusha-remove-scary,0.7078982607211817
faq_question_united-kingdom-gb-3-weeks-post-full-abdominoplasty-tummy-tuck-breast-enlargement,0.7078982607211817
doctor_South-Carolina.Anderson.Plastic-Surgeon_felice-pearl-moody,0.8768127723158731
faq_question_revanesse-safe-product,0.7078982607211817
doctor_Michigan.Plastic-Surgeon_Arno-Weiss,0.7440380720685922
doctor_Rhode-Island.Providence.Plastic-Surgeon_Lori-Polacek,0.8245192917503444
doctor_Texas.Round-Rock.Dentist_Tam-Nguyen,0.7311716247385501
faq_question_elmont-ny-corset-addition-compression-garment,0.8815707559643768
doctor_Philippines.Manila.Dermatologic-Surgeon_Teresita-Ferrariz,0.7311716247385501
doctor_Washington.Seattle.Physician_Benjamin-Killey,0.7440380720685922
faq_question_new-york-ny-numbness-in-lower-lip-away-after-chin-implant-long-weeks,0.8017171522847569
doctor_Georgia.Atlanta.Plastic-Surgeon_Thomas-Lois,0.7440380720685922
faq_question_arizona-az-bulge-breasts-after-tummy-tuck-normal-part-process,0.7324473135615129
doctor_Florida.Boca-Raton.Dentist_Carly-Polin,0.7311716247385501
doctor_Florida.Melbourne.Dentist_Ronald-Richardson,0.7440380720685922
faq_question_hate-my-nose-nigerian,0.8017171522847569
doctor_New-York.New-York-City.Oculoplastic-surgeon_janet-roen-md,0.7311716247385501
faq_question_denmark-sc-fillers-body-fillers-correct-small-liposuction-mistakes-fat-grafting,0.9456666044581534
doctor_Massachusetts.Burlington.Physician_Edgar-Ballenas,0.7440380720685922
doctor_Florida.Sarasota.Dentist_Ben-Tindal,0.7311716247385501
faq_question_gillingham-gb-dark-pigmented-smile-lines,0.7078982607211817
doctor_North-Carolina.Durham.Plastic-Surgeon_Duncan-Hughes,0.9470008830649587
faq_question_stony-brook-ny-pearly-penile-papules,0.7324473135615129
doctor_Ontario.Toronto.Dentist_Jules-Litwin,0.7311716247385501
doctor_North-Carolina.Raleigh-Durham.Oculoplastic-Surgeon_Julie-Woodward,0.7582191137500055
faq_question_lip-filler-vary-from-person-person,0.9168945465014756
faq_question_atlanta-ga-cervical-injection-face-lift,0.8420405378030086
doctor_South-Korea.Plastic-Surgeon_Yong-Kyu-Kim,0.8931461401999673
faq_question_philippines-ph-derma-roller-remove-scars-scaly-dry-skin,0.7078982607211817
faq_question_australia-au-fat-transfer-eyes-days-after-normal,0.7642241093053103
faq_question_pembroke-pines-fl-after-bbl-back-work-week-time-sitting-sitting,0.7642241093053103
faq_question_troubles-eating,0.7078982607211817
faq_question_maharashtra-jalgaon-cost-gynecomastia-surgery-time,0.9904032873207381
